scenario_index,PrimaryClass
2020,PASS
2021,PASS
2022,PASS
2023,PASS
2024,PASS
2025,PASS
2026,PASS
2027,PASS
2028,PASS
2029,PASS
2030,PASS
2031,PASS
2032,PASS
2033,PASS
2034,PASS
2035,PASS
2036,PASS
2037,OVERLAP+AT_FAULT
2038,PASS
2039,PASS
2040,PASS
2041,PASS
2042,PASS
2043,PASS
2044,PASS
2045,PASS
2046,PASS
2047,PASS
2048,PASS
2049,PASS
2050,PASS
2051,PASS
2052,PASS
2053,PASS
2054,PASS
2055,PASS
2056,PASS
2057,PASS
2058,PASS
2059,PASS
2060,PASS
2061,PASS
2062,PASS
2063,PASS
2064,PASS
2065,PASS
2066,PASS
2067,PASS
2068,OVERLAP+AT_FAULT
2069,OVERLAP+AT_FAULT
2070,PASS
2071,PASS
2072,PASS
2073,PASS
2074,PASS
2075,PASS
2076,PASS
2077,PASS
2078,PASS
2079,PASS
2080,PASS
2081,OVERLAP+AT_FAULT
2082,PASS
2083,PASS
2084,PASS
2085,PASS
2086,PASS
2087,PASS
2088,PASS
2089,PASS
2090,PASS
2091,PASS
2092,PASS
2093,PASS
2094,PASS
2095,PASS
2096,PASS
2097,PASS
2098,PASS
2099,PASS
2100,PASS
2101,PASS
2102,PASS
2103,PASS
2104,PASS
2105,PASS
2106,PASS
2107,PASS
2108,PASS
2109,PASS
2110,PASS
2111,PASS
2112,PASS
2113,PASS
2114,PASS
2115,PASS
2116,PASS
2117,PASS
2118,PASS
2119,PASS
2120,PASS
2121,PASS
2122,PASS
2123,PASS
2124,PASS
2125,PASS
2126,PASS
2127,PASS
2128,PASS
2129,PASS
2130,PASS
2131,PASS
2132,PASS
2133,PASS
2134,PASS
2135,PASS
2136,PASS
2137,PASS
2138,PASS
2139,PASS
2140,PASS
2141,PASS
2142,PASS
2143,PASS
2144,PASS
2145,PASS
2146,PASS
2147,PASS
2148,PASS
2149,PASS
2150,PASS
2151,PASS
2152,PASS
2153,PASS
2154,PASS
2155,PASS
2156,PASS
2157,PASS
2158,PASS
2159,PASS
2160,PASS
2161,PASS
2162,PASS
2163,PASS
2164,PASS
2165,PASS
2166,PASS
2167,PASS
2168,PASS
2169,PASS
2170,PASS
2171,PASS
2172,LOW_PROGRESS
2173,PASS
2174,PASS
2175,PASS
2176,PASS
2177,PASS
2178,PASS
2179,PASS
2180,PASS
2181,PASS
2182,PASS
2183,PASS
2184,PASS
2185,PASS
2186,PASS
2187,PASS
2188,PASS
2189,PASS
2190,PASS
2191,PASS
2192,PASS
2193,PASS
2194,PASS
2195,PASS
2196,PASS
2197,PASS
2198,PASS
2199,PASS
2200,PASS
2201,PASS
2202,PASS
2203,PASS
2204,PASS
2205,PASS
2206,PASS
2207,LOW_PROGRESS
2208,PASS
2209,PASS
2210,PASS
2211,PASS
2212,PASS
2213,PASS
2214,PASS
2215,PASS
2216,PASS
2217,PASS
2218,PASS
2219,PASS
2220,PASS
2221,PASS
2222,PASS
2223,PASS
2224,PASS
2225,PASS
2226,PASS
2227,PASS
2228,PASS
2229,PASS
2230,PASS
2231,PASS
2232,PASS
2233,PASS
2234,PASS
2235,PASS
2236,PASS
2237,PASS
2238,PASS
2239,PASS
2240,PASS
2241,PASS
2242,PASS
2243,PASS
2244,PASS
2245,PASS
2246,PASS
2247,PASS
2248,PASS
2249,PASS
2250,PASS
2251,PASS
2252,PASS
2253,PASS
2254,PASS
2255,PASS
2256,PASS
2257,PASS
2258,PASS
2259,PASS
2260,PASS
2261,PASS
2262,PASS
2263,PASS
2264,PASS
2265,PASS
2266,PASS
2267,PASS
2268,PASS
2269,PASS
2270,PASS
2271,PASS
2272,PASS
2273,PASS
2274,PASS
2275,PASS
2276,PASS
2277,PASS
2278,LOW_PROGRESS
2279,PASS
2280,PASS
2281,PASS
2282,PASS
2283,PASS
2284,PASS
2285,PASS
2286,PASS
2287,PASS
2288,PASS
2289,PASS
2290,PASS
2291,PASS
2292,PASS
2293,PASS
2294,PASS
2295,OVERLAP+AT_FAULT
2296,PASS
2297,PASS
2298,PASS
2299,PASS
2300,PASS
2301,PASS
2302,PASS
2303,PASS
2304,PASS
2305,PASS
2306,PASS
2307,PASS
2308,PASS
2309,PASS
2310,OFFROAD
2311,PASS
2312,PASS
2313,PASS
2314,PASS
2315,PASS
2316,PASS
2317,PASS
2318,PASS
2319,PASS
2320,PASS
2321,PASS
2322,PASS
2323,PASS
2324,PASS
2325,PASS
2326,PASS
2327,OVERLAP+AT_FAULT
2328,OVERLAP+AT_FAULT
2329,PASS
2330,PASS
2331,PASS
2332,OVERLAP+AT_FAULT
2333,PASS
2334,PASS
2335,PASS
2336,PASS
2337,PASS
2338,PASS
2339,PASS
2340,PASS
2341,PASS
2342,PASS
2343,LOW_PROGRESS
2344,PASS
2345,PASS
2346,PASS
2347,PASS
2348,PASS
2349,PASS
2350,PASS
2351,PASS
2352,PASS
2353,PASS
2354,PASS
2355,PASS
2356,PASS
2357,PASS
2358,PASS
2359,PASS
2360,PASS
2361,PASS
2362,PASS
2363,PASS
2364,PASS
2365,PASS
2366,PASS
2367,PASS
2368,PASS
2369,PASS
2370,PASS
2371,PASS
2372,PASS
2373,PASS
2374,PASS
2375,OFFROAD
2376,PASS
2377,PASS
2378,PASS
2379,PASS
2380,PASS
2381,PASS
2382,PASS
2383,PASS
2384,PASS
2385,PASS
2386,PASS
2387,PASS
2388,PASS
2389,PASS
2390,PASS
2391,PASS
2392,PASS
2393,PASS
2394,PASS
2395,PASS
2396,PASS
2397,PASS
2398,PASS
2399,PASS
2400,PASS
2401,PASS
2402,PASS
2403,PASS
2404,PASS
2405,PASS
2406,PASS
2407,PASS
2408,OVERLAP+AT_FAULT
2409,PASS
2410,OVERLAP+AT_FAULT
2411,PASS
2412,PASS
2413,PASS
2414,PASS
2415,PASS
2416,PASS
2417,PASS
2418,PASS
2419,PASS
2420,PASS
2421,PASS
2422,PASS
2423,PASS
2424,PASS
2425,PASS
2426,PASS
2427,PASS
2428,PASS
2429,PASS
2430,PASS
2431,PASS
2432,PASS
2433,PASS
2434,PASS
2435,PASS
2436,PASS
2437,PASS
2438,PASS
2439,PASS
2440,PASS
2441,PASS
2442,PASS
2443,PASS
2444,PASS
2445,PASS
2446,PASS
2447,LOW_PROGRESS
2448,PASS
2449,PASS
2450,PASS
2451,PASS
2452,PASS
2453,PASS
2454,PASS
2455,PASS
2456,PASS
2457,PASS
2458,PASS
2459,PASS
2460,PASS
2461,PASS
2462,PASS
2463,PASS
2464,PASS
2465,PASS
2466,PASS
2467,PASS
2468,OFFROAD
2469,PASS
2470,PASS
2471,PASS
2472,PASS
2473,PASS
2474,PASS
2475,PASS
2476,PASS
2477,PASS
2478,PASS
2479,PASS
2480,PASS
2481,PASS
2482,PASS
2483,PASS
2484,PASS
2485,PASS
2486,PASS
2487,PASS
2488,PASS
2489,PASS
2490,PASS
2491,PASS
2492,PASS
2493,PASS
2494,PASS
2495,PASS
2496,PASS
2497,PASS
2498,PASS
2499,PASS
2500,PASS
2501,PASS
2502,PASS
2503,PASS
2504,PASS
2505,PASS
2506,PASS
2507,PASS
2508,PASS
2509,PASS
2510,PASS
2511,PASS
2512,PASS
2513,OVERLAP+AT_FAULT
2514,PASS
2515,PASS
2516,PASS
2517,PASS
2518,PASS
2519,PASS
2520,PASS
2521,PASS
2522,PASS
2523,PASS
2524,PASS
2525,PASS
2526,PASS
2527,PASS
2528,PASS
2529,PASS
2530,PASS
2531,PASS
2532,PASS
2533,PASS
2534,PASS
2535,PASS
2536,PASS
2537,PASS
2538,OVERLAP+AT_FAULT
2539,PASS
2540,PASS
2541,PASS
2542,PASS
2543,OFFROAD
2544,PASS
2545,PASS
2546,PASS
2547,PASS
2548,PASS
2549,PASS
2550,PASS
2551,PASS
2552,PASS
2553,PASS
2554,PASS
2555,PASS
2556,PASS
2557,PASS
2558,PASS
2559,PASS
2560,PASS
2561,PASS
2562,PASS
2563,PASS
2564,PASS
2565,PASS
2566,PASS
2567,PASS
2568,PASS
2569,PASS
2570,PASS
2571,PASS
2572,PASS
2573,PASS
2574,PASS
2575,PASS
2576,PASS
2577,PASS
2578,PASS
2579,PASS
2580,PASS
2581,PASS
2582,PASS
2583,PASS
2584,PASS
2585,PASS
2586,PASS
2587,PASS
2588,PASS
2589,PASS
2590,PASS
2591,PASS
2592,PASS
2593,PASS
2594,PASS
2595,PASS
2596,PASS
2597,PASS
2598,PASS
2599,PASS
2600,PASS
2601,PASS
2602,PASS
2603,PASS
2604,PASS
2605,PASS
2606,PASS
2607,PASS
2608,PASS
2609,OFFROAD
2610,PASS
2611,PASS
2612,PASS
2613,PASS
2614,PASS
2615,OVERLAP+AT_FAULT
2616,PASS
2617,PASS
2618,PASS
2619,PASS
2620,PASS
2621,PASS
2622,PASS
2623,PASS
2624,PASS
2625,PASS
2626,PASS
2627,PASS
2628,PASS
2629,PASS
2630,PASS
2631,PASS
2632,PASS
2633,PASS
2634,PASS
2635,OVERLAP+AT_FAULT
2636,PASS
2637,PASS
2638,PASS
2639,PASS
2640,PASS
2641,PASS
2642,PASS
2643,PASS
2644,OVERLAP+AT_FAULT
2645,PASS
2646,PASS
2647,PASS
2648,PASS
2649,PASS
2650,PASS
2651,OVERLAP+AT_FAULT
2652,PASS
2653,PASS
2654,PASS
2655,PASS
2656,PASS
2657,PASS
2658,PASS
2659,PASS
2660,PASS
2661,PASS
2662,PASS
2663,PASS
2664,PASS
2665,PASS
2666,PASS
2667,OVERLAP+AT_FAULT
2668,PASS
2669,PASS
2670,PASS
2671,PASS
2672,PASS
2673,PASS
2674,PASS
2675,PASS
2676,PASS
2677,PASS
2678,PASS
2679,PASS
2680,PASS
2681,LOW_PROGRESS
2682,PASS
2683,PASS
2684,PASS
2685,PASS
2686,OVERLAP+AT_FAULT
2687,OVERLAP+AT_FAULT
2688,PASS
2689,PASS
2690,PASS
2691,PASS
2692,PASS
2693,PASS
2694,PASS
2695,PASS
2696,PASS
2697,PASS
2698,PASS
2699,PASS
2700,PASS
2701,PASS
2702,PASS
2703,PASS
2704,PASS
2705,PASS
2706,PASS
2707,OFFROAD
2708,PASS
2709,PASS
2710,PASS
2711,PASS
2712,PASS
2713,PASS
2714,PASS
2715,PASS
2716,PASS
2717,PASS
2718,PASS
2719,PASS
2720,PASS
2721,PASS
2722,PASS
2723,PASS
2724,PASS
2725,PASS
2726,PASS
2727,PASS
2728,PASS
2729,PASS
2730,PASS
2731,PASS
2732,PASS
2733,PASS
2734,PASS
2735,PASS
2736,PASS
2737,PASS
2738,PASS
2739,PASS
2740,PASS
2741,PASS
2742,PASS
2743,PASS
2744,PASS
2745,PASS
2746,PASS
2747,PASS
2748,PASS
2749,PASS
2750,PASS
2751,PASS
2752,PASS
2753,PASS
2754,PASS
2755,PASS
2756,OVERLAP+AT_FAULT
2757,PASS
2758,PASS
2759,PASS
2760,OVERLAP+AT_FAULT
2761,PASS
2762,PASS
2763,PASS
2764,PASS
2765,PASS
2766,PASS
2767,PASS
2768,PASS
2769,PASS
2770,PASS
2771,PASS
2772,PASS
2773,PASS
2774,PASS
2775,PASS
2776,PASS
2777,PASS
2778,PASS
2779,OVERLAP+AT_FAULT
2780,PASS
2781,PASS
2782,PASS
2783,PASS
2784,PASS
2785,PASS
2786,PASS
2787,OVERLAP+AT_FAULT
2788,PASS
2789,PASS
2790,PASS
2791,PASS
2792,PASS
2793,PASS
2794,PASS
2795,PASS
2796,PASS
2797,PASS
2798,PASS
2799,PASS
2800,PASS
2801,PASS
2802,PASS
2803,PASS
2804,PASS
2805,PASS
2806,PASS
2807,PASS
2808,PASS
2809,PASS
2810,PASS
2811,PASS
2812,PASS
2813,PASS
2814,PASS
2815,PASS
2816,PASS
2817,PASS
2818,PASS
2819,PASS
2820,PASS
2821,PASS
2822,PASS
2823,PASS
2824,PASS
2825,PASS
2826,PASS
2827,PASS
2828,PASS
2829,PASS
2830,PASS
2831,PASS
2832,PASS
2833,PASS
2834,PASS
2835,PASS
2836,PASS
2837,PASS
2838,PASS
2839,PASS
2840,PASS
2841,PASS
2842,PASS
2843,PASS
2844,PASS
2845,PASS
2846,PASS
2847,PASS
2848,LOW_PROGRESS
2849,OVERLAP+AT_FAULT
2850,PASS
2851,PASS
2852,PASS
2853,PASS
2854,PASS
2855,PASS
2856,PASS
2857,PASS
2858,PASS
2859,PASS
2860,PASS
2861,PASS
2862,PASS
2863,PASS
2864,PASS
2865,OVERLAP+AT_FAULT
2866,PASS
2867,PASS
2868,PASS
2869,PASS
2870,PASS
2871,PASS
2872,PASS
2873,PASS
2874,PASS
2875,PASS
2876,PASS
2877,PASS
2878,PASS
2879,PASS
2880,PASS
2881,PASS
2882,PASS
2883,PASS
2884,PASS
2885,PASS
2886,PASS
2887,PASS
2888,PASS
2889,PASS
2890,PASS
2891,PASS
2892,PASS
2893,PASS
2894,PASS
2895,PASS
2896,PASS
2897,PASS
2898,PASS
2899,PASS
2900,PASS
2901,PASS
2902,PASS
2903,PASS
2904,PASS
2905,OVERLAP+AT_FAULT
2906,PASS
2907,PASS
2908,PASS
2909,OVERLAP+AT_FAULT
2910,PASS
2911,PASS
2912,PASS
2913,LOW_PROGRESS
2914,PASS
2915,PASS
2916,PASS
2917,PASS
2918,PASS
2919,PASS
2920,PASS
2921,PASS
2922,PASS
2923,PASS
2924,PASS
2925,PASS
2926,PASS
2927,PASS
2928,PASS
2929,PASS
2930,PASS
2931,PASS
2932,PASS
2933,PASS
2934,PASS
2935,PASS
2936,PASS
2937,PASS
2938,PASS
2939,PASS
2940,PASS
2941,PASS
2942,PASS
2943,PASS
2944,PASS
2945,PASS
2946,PASS
2947,PASS
2948,PASS
2949,PASS
2950,PASS
2951,PASS
2952,PASS
2953,PASS
2954,PASS
2955,OVERLAP
2956,PASS
2957,PASS
2958,PASS
2959,PASS
2960,PASS
2961,PASS
2962,PASS
2963,PASS
2964,PASS
2965,PASS
2966,PASS
2967,PASS
2968,PASS
2969,PASS
2970,PASS
2971,PASS
2972,PASS
2973,PASS
2974,PASS
2975,PASS
2976,PASS
2977,PASS
2978,PASS
2979,PASS
2980,PASS
2981,PASS
2982,PASS
2983,PASS
2984,PASS
2985,PASS
2986,PASS
2987,PASS
2988,PASS
2989,PASS
2990,PASS
2991,PASS
2992,PASS
2993,PASS
2994,PASS
2995,PASS
2996,PASS
2997,PASS
2998,PASS
2999,PASS
3000,PASS
3001,PASS
3002,PASS
3003,PASS
3004,PASS
3005,PASS
3006,PASS
3007,PASS
3008,PASS
3009,PASS
3010,PASS
3011,PASS
3012,PASS
3013,PASS
3014,OVERLAP+AT_FAULT
3015,PASS
3016,PASS
3017,PASS
3018,PASS
3019,PASS
3020,PASS
3021,PASS
3022,PASS
3023,PASS
3024,PASS
3025,PASS
3026,OVERLAP+AT_FAULT
3027,PASS
3028,PASS
3029,PASS
3030,PASS
3031,PASS
3032,PASS
3033,PASS
3034,OVERLAP+AT_FAULT
3035,PASS
3036,OVERLAP+AT_FAULT
3037,OVERLAP+AT_FAULT
3038,PASS
3039,PASS
3040,PASS
3041,PASS
3042,PASS
3043,PASS
3044,PASS
3045,PASS
3046,PASS
3047,PASS
3048,PASS
3049,PASS
3050,PASS
3051,PASS
3052,PASS
3053,PASS
3054,PASS
3055,PASS
3056,PASS
3057,PASS
3058,OVERLAP+AT_FAULT
3059,PASS
3060,PASS
3061,PASS
3062,PASS
3063,PASS
3064,PASS
3065,PASS
3066,PASS
3067,PASS
3068,PASS
3069,PASS
3070,PASS
3071,PASS
