scenario_index,v27_rf,v28_rf,delta_rf,v27_progress,v28_progress,delta_progress,v27_comfort,v28_comfort,delta_comfort,v27_collision,v28_collision,delta_collision,v27_overlap,v28_overlap,delta_overlap,v27_offroad,v28_offroad,delta_offroad,v27_accuracy,v28_accuracy,delta_accuracy,v27_zero,v28_zero,fixed_zero,new_zero,persistent_zero,v27_failure_type,v28_failure_type,transition
398,0.97375005,0.97375005,0.0,1.0,1.0,0.0,0.9125,0.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
399,0.8655925,0.86934245,0.00374995,0.8454892,0.8454892,0.0,0.9125,0.925,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
400,0.97375005,1.0,0.0262499499999999,1.0,1.0,0.0,0.9125,1.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
401,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
402,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
403,0.9458567,0.92817765,-0.01767905,0.9226524,0.8973967,-0.0252556999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
404,0.8199038,0.8281126,0.0082088,0.81236255,0.7865893,-0.0257732499999999,0.83750004,0.925,0.08749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
405,0.9605713,0.9605713,0.0,0.9436732,0.9436732,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
406,1.0,0.94040966,-0.0595903399999999,1.0,0.914871,-0.085129,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
407,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
408,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
409,0.7521148,0.5993436,-0.1527712,0.6780211,0.4276337,-0.2503874,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
410,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
411,0.9567833,0.9481616,-0.0086216999999999,0.9382619,0.92594516,-0.0123167399999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
412,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
413,0.8800686,0.8838186,0.00375,0.88759804,0.88759804,0.0,0.8625,0.875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
414,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
415,0.8979168,0.92041683,0.02250003,0.8863097,0.8863097,0.0,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
416,0.9314231,0.8719513,-0.0594717999999999,0.902033,0.8170733,-0.0849596999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
417,0.92737734,0.93644774,0.0090703999999999,0.89625335,0.909211,0.01295765,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
418,0.8688618,0.9423901,0.0735282999999999,0.84480256,0.9177002,0.0728976399999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
419,0.92125,0.9063282,-0.0149217999999999,1.0,0.94654036,-0.05345964,0.7375,0.8125,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
420,0.9322966,0.97749996,0.0452033599999999,0.95149505,1.0,0.0485049499999999,0.8875,0.925,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
421,0.8763222,0.9003404,0.0240181999999999,0.8554603,0.91655767,0.06109737,0.925,0.8625,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
422,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
423,0.97346514,0.9468943,-0.0265708399999999,0.96209306,0.92413473,-0.03795833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
424,0.8927992,0.82739794,-0.06540126,0.9057846,0.7855685,-0.1202161,0.8625,0.925,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
425,0.951261,0.94001085,-0.01125015,0.9625156,0.9625156,0.0,0.925,0.8875,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
426,0.8942944,0.9162281,0.0219336999999999,0.88649184,0.91246873,0.0259768899999999,0.9125,0.925,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
427,0.9471871,0.92086524,-0.0263218599999999,0.92455304,0.8869503,-0.03760274,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
428,0.9141184,0.9739894,0.059871,0.9255263,0.962842,0.0373156999999999,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
429,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
430,0.9049187,0.9298825,0.0249637999999999,0.9498837,0.8998322,-0.0500515,0.8,1.0,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
431,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
432,1.0,0.92866766,-0.07133234,1.0,0.8980967,-0.1019033,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
433,0.96845144,0.96361655,-0.00483489,0.9870734,0.94802374,-0.0390496599999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
434,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
435,0.93005437,0.93879884,0.00874447,0.9000777,0.91256976,0.01249206,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
436,0.9228291,0.9213173,-0.0015117999999999,0.9218987,0.8875961,-0.0343025999999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
437,0.92855453,0.937431,0.00887647,0.8979351,0.9106156,0.0126804999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
438,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
439,0.97749996,0.89092094,-0.0865790199999999,1.0,0.8441728,-0.1558272,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
440,0.9028177,0.8583545,-0.0444631999999999,0.8611682,0.79764926,-0.06351894,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
441,0.8901144,0.92170763,0.03159323,0.9501634,0.8881538,-0.0620096,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
442,0.844044,0.9386963,0.0946523,0.82542,0.91242325,0.0870032499999999,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
443,0.8485597,0.878647,0.0300872999999999,0.83722806,0.87485284,0.0376247799999999,0.875,0.8875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
444,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
445,0.95415497,0.9816742,0.02751923,0.93450713,0.97382027,0.03931314,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
446,0.90999794,0.92448425,0.01448631,0.9035684,0.8921204,-0.011448,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
447,0.7057616,0.66496885,-0.04079275,0.74037373,0.6499555,-0.0904182299999999,0.625,0.7,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
448,0.87248653,0.9248217,0.0523351699999999,0.86605215,0.8926023,0.0265501499999999,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
449,0.96250004,0.9063986,-0.0561014399999999,1.0,0.92521214,-0.07478786,0.875,0.8625,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
450,1.0,0.63873386,-0.36126614,1.0,0.48390555,-0.51609445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
451,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,True,True,False,False,True,OVERLAP+COLLISION,OVERLAP+COLLISION,PERSISTENT_ZERO
452,0.93860286,0.895689,-0.04291386,0.9122898,0.8509842,-0.0613056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
453,0.9119139,0.9383373,0.0264233999999999,0.8741626,0.91191053,0.0377479299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
454,0.9502676,0.95855635,0.0082887499999999,0.9289537,0.9407949,0.0118411999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
455,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
456,0.9982397,0.9989206,0.0006809,0.99748534,0.99845797,0.00097263,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
457,0.9473955,0.94623566,-0.0011598399999999,0.92485064,0.98747957,0.06262893,1.0,0.85,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
458,0.96625006,1.0,0.0337499399999999,1.0,1.0,0.0,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
459,0.81538916,0.84988004,0.03449088,0.87555593,0.78554285,-0.0900130799999999,0.675,1.0,0.3249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
460,0.99882835,1.0,0.0011716499999999,0.99832624,1.0000001,0.00167386,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
461,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
462,0.92963296,0.92963296,0.0,0.89947563,0.89947563,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
463,0.90625,0.8337849,-0.0724650999999999,1.0,0.7625499,-0.2374501,0.6875,1.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
464,0.914736,0.8726886,-0.0420473999999999,0.8781942,0.81812656,-0.06006764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
465,0.90788966,0.87878287,-0.02910679,0.8684138,0.8268327,-0.0415811,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
466,0.9221615,0.9382033,0.0160417999999999,0.93701637,0.91171885,-0.02529752,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
467,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
468,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
469,0.95614165,0.95614165,0.0,0.9373453,0.9373453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
470,0.79701775,0.83612853,0.03911078,0.7528825,0.76589787,0.0130153699999999,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
471,0.86954874,0.92085534,0.0513065999999999,0.8618553,0.8869361,0.0250808,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
472,0.9683806,0.9280413,-0.0403393,0.95482934,0.89720184,-0.0576274999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
473,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
474,0.8953854,0.9217472,0.0263617999999999,0.8505506,0.88821024,0.0376596399999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
475,0.92936534,0.9024788,-0.02688654,0.89909345,0.8606839,-0.03840955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
476,0.32628307,0.34813246,0.0218493899999999,0.037547234,0.06876068,0.031213446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
477,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
478,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
479,0.95125,0.95874995,0.0074999499999999,1.0,1.0,0.0,0.83750004,0.8625,0.02499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
480,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
481,0.91,0.9925,0.0825,1.0,1.0,0.0,0.7,0.975,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
482,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
483,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
484,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
485,1.0,0.97749996,-0.02250004,1.0,1.0,0.0,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
486,0.9316193,0.9220638,-0.0095555,0.9023133,0.8886625,-0.0136507999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
487,0.88378507,0.91378117,0.0299961,0.8875501,0.92504454,0.03749444,0.875,0.8875,0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
488,0.8900404,0.9466538,0.0566134,0.87505764,0.923791,0.04873336,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
489,0.9089562,0.9271151,0.0181588999999999,0.8699375,0.8958786,0.0259410999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
490,0.9845112,0.93665344,-0.04785776,0.9778732,0.9095049,-0.0683683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
491,0.9242687,0.96176875,0.0375000499999998,0.94538397,0.94538397,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
492,0.98319143,0.9491475,-0.0340439299999999,0.97598773,0.9273536,-0.04863413,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
493,0.99979115,1.0,0.00020885,0.9997016,1.0,0.0002984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
494,0.9212555,0.9562063,0.0349507999999999,0.8875078,0.9374376,0.0499298,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
495,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
496,0.9475013,0.92109483,-0.0264064699999999,0.9250018,0.88727826,-0.03772354,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
497,0.88000005,0.9532629,0.0732628499999999,1.0,0.9332328,-0.0667672,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
498,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
499,1.0,0.86489564,-0.13510436,1.0,0.80699366,-0.19300634,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
500,0.9299359,0.9387164,0.0087804999999999,0.89990836,0.949952,0.05004364,1.0,0.9125,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
501,0.90083474,0.9188024,0.01796766,0.8583354,0.88400334,0.02566794,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
502,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
503,0.89259046,0.9338045,0.04121404,0.9001292,0.9375778,0.0374486,0.875,0.925,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
504,0.96250004,0.94717616,-0.0153238799999999,1.0,0.92453736,-0.07546264,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
505,0.586065,0.82938635,0.2433213500000001,0.5479499,0.75626624,0.20831634,0.675,1.0,0.3249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
506,0.93848103,0.93848103,0.0,0.9121158,0.9121158,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
507,0.8761344,0.88254035,0.0064059499999999,0.87662053,0.8643433,-0.0122772299999999,0.875,0.925,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,IMPROVED
508,1.0,0.9033127,-0.0966873,1.0,0.8618753,-0.1381247,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
509,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,UNCHANGED
510,1.0,0.0,-1.0,1.0,0.92340404,-0.07659596,1.0,0.7916667,-0.2083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,-1,False,True,False,True,False,OTHER,OFFROAD_ONLY,NEW_ZERO
511,1.0,0.96185845,-0.0381415499999999,1.0,0.9455121,-0.0544879,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
512,0.96414894,0.9165541,-0.0475948399999999,0.9487841,0.8807915,-0.0679926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,OTHER,OTHER,REGRESSED
